size,type,threshold,time_ms
6900,almost,20,0.471
6900,almost,30,0.488
6900,almost,50,0.367
7000,random,0,1.095
7000,random,5,1.187
7000,random,10,0.932
7000,random,20,1.019
7000,random,30,0.804
7000,random,50,1.007
7000,reversed,0,0.599
7000,reversed,5,0.461
7000,reversed,10,0.449
7000,reversed,20,0.6
7000,reversed,30,0.55
7000,reversed,50,0.448
7000,almost,0,0.783
7000,almost,5,0.492
7000,almost,10,0.435
7000,almost,20,0.419
7000,almost,30,0.357
7000,almost,50,0.374
7100,random,0,1.005
7100,random,5,1.019
7100,random,10,0.921
7100,random,20,1.094
7100,random,30,0.94
7100,random,50,0.907
7100,reversed,0,0.68
7100,reversed,5,0.461
7100,reversed,10,0.408
7100,reversed,20,0.467
7100,reversed,30,0.673
7100,reversed,50,0.498
7100,almost,0,0.69
7100,almost,5,0.646
7100,almost,10,0.49
7100,almost,20,0.423
7100,almost,30,0.379
7100,almost,50,0.397
7200,random,0,1.113
7200,random,5,1.019
7200,random,10,1.077
7200,random,20,1.006
7200,random,30,0.953
7200,random,50,0.879
7200,reversed,0,0.724
7200,reversed,5,0.716
7200,reversed,10,0.481
7200,reversed,20,0.504
7200,reversed,30,0.487
7200,reversed,50,0.548
7200,almost,0,0.614
7200,almost,5,0.689
7200,almost,10,0.451
7200,almost,20,0.483
7200,almost,30,0.412
7200,almost,50,0.523
7300,random,0,1.113
7300,random,5,1.077
7300,random,10,0.958
7300,random,20,0.914
7300,random,30,0.901
7300,random,50,0.953
7300,reversed,0,0.634
7300,reversed,5,0.514
7300,reversed,10,0.456
7300,reversed,20,0.537
7300,reversed,30,0.544
7300,reversed,50,0.534
7300,almost,0,0.709
7300,almost,5,0.727
7300,almost,10,0.454
7300,almost,20,0.401
7300,almost,30,0.421
7300,almost,50,0.458
7400,random,0,1.307
7400,random,5,1.212
7400,random,10,1.03
7400,random,20,1.058
7400,random,30,0.956
7400,random,50,1.012
7400,reversed,0,0.599
7400,reversed,5,0.513
7400,reversed,10,0.581
7400,reversed,20,0.48
7400,reversed,30,0.496
7400,reversed,50,0.568
7400,almost,0,0.833
7400,almost,5,0.535
7400,almost,10,0.529
7400,almost,20,0.624
7400,almost,30,0.402
7400,almost,50,0.422
7500,random,0,1.249
7500,random,5,1.05
7500,random,10,0.992
7500,random,20,0.926
7500,random,30,1.062
7500,random,50,0.991
7500,reversed,0,0.735
7500,reversed,5,0.598
7500,reversed,10,0.459
7500,reversed,20,0.459
7500,reversed,30,0.537
7500,reversed,50,0.55
7500,almost,0,0.665
7500,almost,5,0.584
7500,almost,10,0.53
7500,almost,20,0.49
7500,almost,30,0.419
7500,almost,50,0.426
7600,random,0,1.256
7600,random,5,1.108
7600,random,10,1.065
7600,random,20,0.96
7600,random,30,1.022
7600,random,50,0.951
7600,reversed,0,0.65
7600,reversed,5,0.528
7600,reversed,10,0.467
7600,reversed,20,0.464
7600,reversed,30,0.559
7600,reversed,50,0.538
7600,almost,0,0.667
7600,almost,5,0.594
7600,almost,10,0.556
7600,almost,20,0.458
7600,almost,30,0.408
7600,almost,50,0.413
7700,random,0,1.191
7700,random,5,1.186
7700,random,10,1.048
7700,random,20,0.972
7700,random,30,0.971
7700,random,50,0.956
7700,reversed,0,0.631
7700,reversed,5,0.532
7700,reversed,10,0.541
7700,reversed,20,0.556
7700,reversed,30,0.549
7700,reversed,50,0.524
7700,almost,0,0.675
7700,almost,5,0.568
7700,almost,10,0.515
7700,almost,20,0.472
7700,almost,30,0.528
7700,almost,50,0.559
7800,random,0,1.26
7800,random,5,1.148
7800,random,10,0.963
7800,random,20,0.994
7800,random,30,0.985
7800,random,50,1.066
7800,reversed,0,0.606
7800,reversed,5,0.535
7800,reversed,10,0.555
7800,reversed,20,0.482
7800,reversed,30,0.528
7800,reversed,50,0.571
7800,almost,0,0.729
7800,almost,5,0.556
7800,almost,10,0.525
7800,almost,20,0.499
7800,almost,30,0.533
7800,almost,50,0.425
7900,random,0,1.234
7900,random,5,1.122
7900,random,10,1.205
7900,random,20,0.971
7900,random,30,1.104
7900,random,50,0.959
7900,reversed,0,0.644
7900,reversed,5,0.515
7900,reversed,10,0.477
7900,reversed,20,0.472
7900,reversed,30,0.487
7900,reversed,50,0.573
7900,almost,0,0.684
7900,almost,5,0.578
7900,almost,10,0.586
7900,almost,20,0.471
7900,almost,30,0.452
7900,almost,50,0.401
8000,random,0,1.22
8000,random,5,1.099
8000,random,10,1.053
8000,random,20,0.957
8000,random,30,1.043
8000,random,50,1.02
8000,reversed,0,0.666
8000,reversed,5,0.55
8000,reversed,10,0.499
8000,reversed,20,0.565
8000,reversed,30,0.563
8000,reversed,50,1.231
8000,almost,0,0.729
8000,almost,5,0.553
8000,almost,10,0.508
8000,almost,20,0.467
8000,almost,30,0.457
8000,almost,50,0.437
8100,random,0,1.334
8100,random,5,1.097
8100,random,10,1.052
8100,random,20,1.015
8100,random,30,1.015
8100,random,50,1.058
8100,reversed,0,0.887
8100,reversed,5,0.574
8100,reversed,10,0.503
8100,reversed,20,0.499
8100,reversed,30,0.516
8100,reversed,50,0.611
8100,almost,0,0.717
8100,almost,5,0.617
8100,almost,10,0.586
8100,almost,20,0.473
8100,almost,30,0.488
8100,almost,50,0.479
8200,random,0,1.222
8200,random,5,1.112
8200,random,10,1.014
8200,random,20,1.022
8200,random,30,0.986
8200,random,50,1.232
8200,reversed,0,0.649
8200,reversed,5,0.576
8200,reversed,10,0.656
8200,reversed,20,0.614
8200,reversed,30,0.514
8200,reversed,50,0.77
8200,almost,0,0.8
8200,almost,5,0.621
8200,almost,10,0.683
8200,almost,20,0.456
8200,almost,30,0.448
8200,almost,50,0.422
8300,random,0,1.258
8300,random,5,1.095
8300,random,10,1.08
8300,random,20,1.058
8300,random,30,1.084
8300,random,50,1.093
8300,reversed,0,0.691
8300,reversed,5,0.57
8300,reversed,10,0.518
8300,reversed,20,0.514
8300,reversed,30,0.514
8300,reversed,50,0.62
8300,almost,0,0.808
8300,almost,5,0.615
8300,almost,10,0.554
8300,almost,20,0.491
8300,almost,30,0.499
8300,almost,50,0.439
8400,random,0,1.286
8400,random,5,1.256
8400,random,10,1.159
8400,random,20,1.148
8400,random,30,1.234
8400,random,50,1.117
8400,reversed,0,0.888
8400,reversed,5,0.583
8400,reversed,10,0.58
8400,reversed,20,0.661
8400,reversed,30,0.52
8400,reversed,50,0.643
8400,almost,0,0.73
8400,almost,5,0.629
8400,almost,10,0.553
8400,almost,20,0.481
8400,almost,30,0.521
8400,almost,50,0.527
8500,random,0,1.411
8500,random,5,1.394
8500,random,10,1.327
8500,random,20,1.141
8500,random,30,1.343
8500,random,50,1.142
8500,reversed,0,0.773
8500,reversed,5,0.634
8500,reversed,10,0.633
8500,reversed,20,0.606
8500,reversed,30,0.54
8500,reversed,50,0.784
8500,almost,0,0.819
8500,almost,5,0.658
8500,almost,10,0.652
8500,almost,20,0.49
8500,almost,30,0.491
8500,almost,50,0.443
8600,random,0,1.285
8600,random,5,1.155
8600,random,10,1.095
8600,random,20,1.081
8600,random,30,1.076
8600,random,50,1.058
8600,reversed,0,0.701
8600,reversed,5,0.549
8600,reversed,10,0.51
8600,reversed,20,0.522
8600,reversed,30,0.502
8600,reversed,50,0.617
8600,almost,0,0.745
8600,almost,5,0.618
8600,almost,10,0.533
8600,almost,20,0.474
8600,almost,30,0.487
8600,almost,50,0.438
8700,random,0,1.265
8700,random,5,1.283
8700,random,10,1.41
8700,random,20,1.106
8700,random,30,1.252
8700,random,50,1.148
8700,reversed,0,0.943
8700,reversed,5,0.61
8700,reversed,10,0.685
8700,reversed,20,0.58
8700,reversed,30,0.522
8700,reversed,50,0.636
8700,almost,0,0.816
8700,almost,5,0.584
8700,almost,10,0.553
8700,almost,20,0.504
8700,almost,30,0.684
8700,almost,50,0.473
8800,random,0,1.561
8800,random,5,1.158
8800,random,10,1.121
8800,random,20,1.046
8800,random,30,1.269
8800,random,50,1.273
8800,reversed,0,0.711
8800,reversed,5,0.572
8800,reversed,10,0.531
8800,reversed,20,0.529
8800,reversed,30,0.507
8800,reversed,50,0.645
8800,almost,0,0.855
8800,almost,5,0.608
8800,almost,10,0.604
8800,almost,20,0.529
8800,almost,30,0.484
8800,almost,50,0.428
8900,random,0,1.416
8900,random,5,1.206
8900,random,10,1.277
8900,random,20,1.078
8900,random,30,1.068
8900,random,50,1.193
8900,reversed,0,0.78
8900,reversed,5,0.567
8900,reversed,10,0.554
8900,reversed,20,0.563
8900,reversed,30,0.526
8900,reversed,50,0.675
8900,almost,0,0.755
8900,almost,5,0.641
8900,almost,10,0.545
8900,almost,20,0.595
8900,almost,30,0.548
8900,almost,50,0.469
9000,random,0,1.393
9000,random,5,1.252
9000,random,10,1.252
9000,random,20,1.113
9000,random,30,1.104
9000,random,50,1.116
9000,reversed,0,0.701
9000,reversed,5,0.582
9000,reversed,10,0.657
9000,reversed,20,0.606
9000,reversed,30,0.539
9000,reversed,50,0.881
9000,almost,0,0.847
9000,almost,5,0.689
9000,almost,10,0.624
9000,almost,20,0.595
9000,almost,30,0.499
9000,almost,50,0.549
9100,random,0,1.5
9100,random,5,1.281
9100,random,10,1.209
9100,random,20,1.16
9100,random,30,1.158
9100,random,50,1.255
9100,reversed,0,0.881
9100,reversed,5,0.624
9100,reversed,10,0.567
9100,reversed,20,0.596
9100,reversed,30,0.598
9100,reversed,50,0.729
9100,almost,0,0.818
9100,almost,5,0.805
9100,almost,10,0.608
9100,almost,20,0.531
9100,almost,30,0.699
9100,almost,50,0.478
9200,random,0,1.424
9200,random,5,1.293
9200,random,10,1.31
9200,random,20,1.118
9200,random,30,1.188
9200,random,50,1.139
9200,reversed,0,0.723
9200,reversed,5,0.605
9200,reversed,10,0.847
9200,reversed,20,0.579
9200,reversed,30,0.577
9200,reversed,50,0.724
9200,almost,0,0.827
9200,almost,5,0.678
9200,almost,10,0.595
9200,almost,20,0.529
9200,almost,30,0.529
9200,almost,50,0.488
9300,random,0,1.533
9300,random,5,1.33
9300,random,10,1.239
9300,random,20,1.184
9300,random,30,1.198
9300,random,50,1.32
9300,reversed,0,0.939
9300,reversed,5,0.7
9300,reversed,10,0.621
9300,reversed,20,0.691
9300,reversed,30,0.717
9300,reversed,50,0.785
9300,almost,0,0.969
9300,almost,5,0.883
9300,almost,10,0.689
9300,almost,20,0.599
9300,almost,30,0.569
9300,almost,50,0.572
9400,random,0,1.669
9400,random,5,1.52
9400,random,10,1.405
9400,random,20,1.304
9400,random,30,1.38
9400,random,50,1.509
9400,reversed,0,0.867
9400,reversed,5,0.845
9400,reversed,10,0.652
9400,reversed,20,0.66
9400,reversed,30,0.739
9400,reversed,50,0.772
9400,almost,0,0.844
9400,almost,5,0.678
9400,almost,10,0.611
9400,almost,20,0.545
9400,almost,30,0.573
9400,almost,50,0.511
9500,random,0,1.82
9500,random,5,1.42
9500,random,10,1.463
9500,random,20,1.417
9500,random,30,1.268
9500,random,50,1.408
9500,reversed,0,0.93
9500,reversed,5,0.736
9500,reversed,10,0.593
9500,reversed,20,0.621
9500,reversed,30,0.601
9500,reversed,50,0.724
9500,almost,0,0.813
9500,almost,5,0.666
9500,almost,10,0.587
9500,almost,20,0.516
9500,almost,30,0.645
9500,almost,50,0.513
9600,random,0,1.651
9600,random,5,1.441
9600,random,10,1.41
9600,random,20,1.397
9600,random,30,1.34
9600,random,50,1.273
9600,reversed,0,0.775
9600,reversed,5,0.636
9600,reversed,10,0.564
9600,reversed,20,0.574
9600,reversed,30,0.704
9600,reversed,50,0.754
9600,almost,0,0.806
9600,almost,5,0.678
9600,almost,10,0.578
9600,almost,20,0.517
9600,almost,30,0.524
9600,almost,50,0.529
9700,random,0,1.766
9700,random,5,1.345
9700,random,10,1.249
9700,random,20,1.174
9700,random,30,1.285
9700,random,50,1.374
9700,reversed,0,0.846
9700,reversed,5,0.65
9700,reversed,10,0.606
9700,reversed,20,0.622
9700,reversed,30,0.618
9700,reversed,50,0.866
9700,almost,0,0.942
9700,almost,5,0.816
9700,almost,10,0.639
9700,almost,20,0.601
9700,almost,30,0.654
9700,almost,50,0.596
9800,random,0,1.778
9800,random,5,1.378
9800,random,10,1.388
9800,random,20,1.263
9800,random,30,1.248
9800,random,50,1.284
9800,reversed,0,0.832
9800,reversed,5,0.699
9800,reversed,10,0.736
9800,reversed,20,0.745
9800,reversed,30,0.871
9800,reversed,50,0.886
9800,almost,0,1.116
9800,almost,5,0.726
9800,almost,10,0.67
9800,almost,20,0.654
9800,almost,30,0.565
9800,almost,50,0.523
9900,random,0,1.546
9900,random,5,1.557
9900,random,10,1.364
9900,random,20,1.346
9900,random,30,1.478
9900,random,50,1.45
9900,reversed,0,0.901
9900,reversed,5,0.694
9900,reversed,10,0.797
9900,reversed,20,0.689
9900,reversed,30,0.642
9900,reversed,50,0.845
9900,almost,0,0.884
9900,almost,5,0.748
9900,almost,10,0.662
9900,almost,20,0.593
9900,almost,30,0.575
9900,almost,50,0.516
10000,random,0,1.548
10000,random,5,1.418
10000,random,10,1.58
10000,random,20,1.299
10000,random,30,1.305
10000,random,50,1.319
10000,reversed,0,0.848
10000,reversed,5,0.662
10000,reversed,10,0.579
10000,reversed,20,0.612
10000,reversed,30,0.595
10000,reversed,50,0.804
10000,almost,0,0.866
10000,almost,5,0.689
10000,almost,10,0.596
10000,almost,20,0.587
10000,almost,30,0.542
10000,almost,50,0.549
10100,random,0,1.588
10100,random,5,1.351
10100,random,10,1.267
10100,random,20,1.29
10100,random,30,1.256
10100,random,50,1.291
10100,reversed,0,0.824
10100,reversed,5,0.647
10100,reversed,10,0.673
10100,reversed,20,0.685
10100,reversed,30,0.656
10100,reversed,50,0.84
10100,almost,0,0.906
10100,almost,5,0.683
10100,almost,10,0.609
10100,almost,20,0.539
10100,almost,30,0.554
10100,almost,50,0.488
10200,random,0,1.638
10200,random,5,1.541
10200,random,10,1.338
10200,random,20,1.251
10200,random,30,1.273
10200,random,50,1.345
10200,reversed,0,0.843
10200,reversed,5,0.68
10200,reversed,10,0.637
10200,reversed,20,0.666
10200,reversed,30,0.654
10200,reversed,50,0.866
10200,almost,0,0.901
10200,almost,5,0.735
10200,almost,10,0.649
10200,almost,20,0.551
10200,almost,30,0.548
10200,almost,50,0.495
10300,random,0,1.549
10300,random,5,1.377
10300,random,10,1.308
10300,random,20,1.328
10300,random,30,1.291
10300,random,50,1.298
10300,reversed,0,0.841
10300,reversed,5,0.694
10300,reversed,10,0.626
10300,reversed,20,0.656
10300,reversed,30,0.658
10300,reversed,50,0.861
10300,almost,0,0.86
10300,almost,5,0.891
10300,almost,10,0.644
10300,almost,20,0.566
10300,almost,30,0.549
10300,almost,50,0.513
10400,random,0,1.512
10400,random,5,1.401
10400,random,10,1.306
10400,random,20,1.285
10400,random,30,1.253
10400,random,50,1.305
10400,reversed,0,0.836
10400,reversed,5,0.66
10400,reversed,10,0.623
10400,reversed,20,0.632
10400,reversed,30,0.651
10400,reversed,50,0.839
10400,almost,0,0.886
10400,almost,5,0.7
10400,almost,10,0.645
10400,almost,20,0.596
10400,almost,30,0.583
10400,almost,50,0.606
10500,random,0,1.579
10500,random,5,1.46
10500,random,10,1.388
10500,random,20,1.293
10500,random,30,1.318
10500,random,50,1.332
10500,reversed,0,0.955
10500,reversed,5,0.754
10500,reversed,10,0.659
10500,reversed,20,0.626
10500,reversed,30,0.691
10500,reversed,50,0.896
10500,almost,0,0.915
10500,almost,5,0.704
10500,almost,10,0.684
10500,almost,20,0.601
10500,almost,30,0.564
10500,almost,50,0.539
10600,random,0,1.984
10600,random,5,1.456
10600,random,10,1.401
10600,random,20,1.436
10600,random,30,1.418
10600,random,50,1.447
10600,reversed,0,0.894
10600,reversed,5,0.857
10600,reversed,10,0.712
10600,reversed,20,0.694
10600,reversed,30,0.764
10600,reversed,50,0.994
10600,almost,0,0.94
10600,almost,5,0.766
10600,almost,10,0.72
10600,almost,20,0.659
10600,almost,30,0.599
10600,almost,50,0.555
10700,random,0,1.671
10700,random,5,1.54
10700,random,10,1.39
10700,random,20,1.344
10700,random,30,1.292
10700,random,50,1.327
10700,reversed,0,0.888
10700,reversed,5,0.706
10700,reversed,10,0.647
10700,reversed,20,0.648
10700,reversed,30,0.668
10700,reversed,50,0.874
10700,almost,0,0.877
10700,almost,5,0.728
10700,almost,10,0.678
10700,almost,20,0.765
10700,almost,30,0.605
10700,almost,50,0.525
10800,random,0,1.668
10800,random,5,1.524
10800,random,10,1.414
10800,random,20,1.37
10800,random,30,1.447
10800,random,50,1.479
10800,reversed,0,1.033
10800,reversed,5,0.745
10800,reversed,10,0.714
10800,reversed,20,0.689
10800,reversed,30,0.725
10800,reversed,50,0.946
10800,almost,0,1.006
10800,almost,5,0.795
10800,almost,10,0.748
10800,almost,20,0.733
10800,almost,30,0.575
10800,almost,50,0.52
10900,random,0,1.638
10900,random,5,1.456
10900,random,10,1.465
10900,random,20,1.352
10900,random,30,1.317
10900,random,50,1.399
10900,reversed,0,0.887
10900,reversed,5,0.754
10900,reversed,10,0.731
10900,reversed,20,0.674
10900,reversed,30,0.706
10900,reversed,50,0.934
10900,almost,0,1.046
10900,almost,5,0.764
10900,almost,10,0.755
10900,almost,20,0.709
10900,almost,30,0.616
10900,almost,50,0.528
11000,random,0,1.734
11000,random,5,1.484
11000,random,10,1.521
11000,random,20,1.394
11000,random,30,1.369
11000,random,50,1.44
11000,reversed,0,0.895
11000,reversed,5,0.785
11000,reversed,10,0.737
11000,reversed,20,0.705
11000,reversed,30,0.715
11000,reversed,50,0.995
11000,almost,0,1.107
11000,almost,5,0.909
11000,almost,10,0.714
11000,almost,20,0.677
11000,almost,30,0.591
11000,almost,50,0.553
11100,random,0,1.633
11100,random,5,1.501
11100,random,10,1.477
11100,random,20,1.398
11100,random,30,1.368
11100,random,50,1.432
11100,reversed,0,0.915
11100,reversed,5,0.74
11100,reversed,10,0.702
11100,reversed,20,0.665
11100,reversed,30,0.688
11100,reversed,50,0.959
11100,almost,0,0.963
11100,almost,5,0.772
11100,almost,10,0.748
11100,almost,20,0.677
11100,almost,30,0.602
11100,almost,50,0.541
11200,random,0,1.679
11200,random,5,1.538
11200,random,10,1.501
11200,random,20,1.41
11200,random,30,1.403
11200,random,50,1.55
11200,reversed,0,1.054
11200,reversed,5,0.795
11200,reversed,10,0.752
11200,reversed,20,0.716
11200,reversed,30,0.746
11200,reversed,50,1.036
11200,almost,0,0.972
11200,almost,5,0.821
11200,almost,10,0.78
11200,almost,20,0.708
11200,almost,30,0.645
11200,almost,50,0.618
11300,random,0,1.822
11300,random,5,1.619
11300,random,10,1.692
11300,random,20,1.491
11300,random,30,1.434
11300,random,50,1.582
11300,reversed,0,1.001
11300,reversed,5,0.809
11300,reversed,10,0.751
11300,reversed,20,0.692
11300,reversed,30,0.751
11300,reversed,50,0.988
11300,almost,0,0.925
11300,almost,5,0.813
11300,almost,10,0.758
11300,almost,20,0.887
11300,almost,30,0.626
11300,almost,50,0.555
11400,random,0,1.693
11400,random,5,1.602
11400,random,10,1.545
11400,random,20,1.462
11400,random,30,1.431
11400,random,50,1.488
11400,reversed,0,0.925
11400,reversed,5,0.772
11400,reversed,10,0.701
11400,reversed,20,0.685
11400,reversed,30,0.759
11400,reversed,50,0.975
11400,almost,0,0.953
11400,almost,5,0.791
11400,almost,10,0.759
11400,almost,20,0.676
11400,almost,30,0.592
11400,almost,50,0.551
11500,random,0,1.707
11500,random,5,1.64
11500,random,10,1.569
11500,random,20,1.447
11500,random,30,1.414
11500,random,50,2.004
11500,reversed,0,1.063
11500,reversed,5,0.867
11500,reversed,10,0.858
11500,reversed,20,1.152
11500,reversed,30,1.037
11500,reversed,50,1.258
11500,almost,0,1.065
11500,almost,5,0.862
11500,almost,10,0.822
11500,almost,20,0.818
11500,almost,30,0.894
11500,almost,50,0.665
11600,random,0,1.845
11600,random,5,1.71
11600,random,10,1.638
11600,random,20,1.658
11600,random,30,1.523
11600,random,50,1.572
11600,reversed,0,0.996
11600,reversed,5,1.176
11600,reversed,10,0.921
11600,reversed,20,0.786
11600,reversed,30,0.813
11600,reversed,50,1.161
11600,almost,0,1.091
11600,almost,5,0.998
11600,almost,10,0.834
11600,almost,20,0.734
11600,almost,30,0.669
11600,almost,50,0.599
11700,random,0,1.875
11700,random,5,1.916
11700,random,10,1.651
11700,random,20,1.581
11700,random,30,1.637
11700,random,50,1.61
11700,reversed,0,1.046
11700,reversed,5,0.845
11700,reversed,10,0.8
11700,reversed,20,0.791
11700,reversed,30,0.802
11700,reversed,50,1.127
11700,almost,0,1.142
11700,almost,5,0.928
11700,almost,10,0.849
11700,almost,20,0.81
11700,almost,30,0.677
11700,almost,50,0.592
11800,random,0,1.985
11800,random,5,1.792
11800,random,10,1.64
11800,random,20,1.574
11800,random,30,1.526
11800,random,50,1.604
11800,reversed,0,1.02
11800,reversed,5,0.795
11800,reversed,10,0.737
11800,reversed,20,0.7
11800,reversed,30,0.769
11800,reversed,50,1.058
11800,almost,0,0.982
11800,almost,5,0.937
11800,almost,10,0.801
11800,almost,20,0.693
11800,almost,30,0.697
11800,almost,50,0.566
11900,random,0,1.837
11900,random,5,1.704
11900,random,10,1.686
11900,random,20,1.498
11900,random,30,1.49
11900,random,50,1.616
11900,reversed,0,0.963
11900,reversed,5,0.8
11900,reversed,10,0.768
11900,reversed,20,0.706
11900,reversed,30,0.84
11900,reversed,50,1.079
11900,almost,0,0.982
11900,almost,5,0.848
11900,almost,10,0.794
11900,almost,20,0.723
11900,almost,30,0.632
11900,almost,50,0.572
12000,random,0,1.804
12000,random,5,1.845
12000,random,10,1.666
12000,random,20,1.625
12000,random,30,1.558
12000,random,50,1.526
12000,reversed,0,1.079
12000,reversed,5,0.839
12000,reversed,10,0.79
12000,reversed,20,0.789
12000,reversed,30,0.809
12000,reversed,50,1.14
12000,almost,0,1.11
12000,almost,5,0.883
12000,almost,10,0.856
12000,almost,20,0.799
12000,almost,30,0.657
12000,almost,50,0.575
12100,random,0,1.945
12100,random,5,1.689
12100,random,10,1.589
12100,random,20,1.524
12100,random,30,1.481
12100,random,50,1.549
12100,reversed,0,0.975
12100,reversed,5,0.833
12100,reversed,10,0.741
12100,reversed,20,0.708
12100,reversed,30,0.905
12100,reversed,50,1.191
12100,almost,0,1.156
12100,almost,5,0.951
12100,almost,10,0.834
12100,almost,20,0.751
12100,almost,30,0.709
